X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
5,7,may,thu,90.70176059688521,60.34688926894037,100.50213325916495,14.619628144159778,25.467205789931032,42.02505797286692,0.2794909388420752,3.866276948002587,661.1387677540404
1,8,jul,thu,86.12619824775716,25.676878432582317,629.4805314821125,29.87057577671631,23.635713424520727,38.19767539554213,6.167665414932979,2.3013765365554075,365.3661258475772
1,3,oct,tue,82.93863266325204,21.178229686979556,393.52845485081235,0.9140238169511039,9.7678165150821,73.81974676613535,17.15303940052736,5.5219421692842126,609.5662004740041
8,7,jun,tue,90.96780606939394,297.51196674070235,512.036713161582,22.85188791132314,36.80116782969675,13.636929455072647,18.775402782061626,9.871511304888546,802.8678058764732
7,7,dec,mon,89.40549935605831,219.9786739169055,191.23498216811478,27.6556791651377,11.672211771824305,85.76694259280094,8.12172347098723,9.120413777628833,505.58599176706133
1,7,sep,mon,85.38416366364316,56.51951789568547,456.95790742425004,19.457931205035997,39.06616381502101,67.68744276099085,3.8022456653305725,2.738830669108699,81.33311830056111
5,4,may,sat,83.31839098442087,259.9254865933444,613.8260047512634,19.896512855139715,31.494842448486555,41.57048081716317,7.0481452049514886,4.771336629457588,261.91350930351075
3,3,nov,wed,95.62677155771182,133.73749055881694,372.190821043291,22.017650630541244,6.862747322857444,27.1639793969089,9.932964612865547,6.896169486088607,350.07014324478837
5,8,dec,thu,81.58861962881666,34.76183952024117,206.6550440247746,3.585412595647722,26.74658886754475,28.463755058474455,10.731266270514512,0.9453248971469763,822.3898499941301
2,7,may,fri,88.49656657333534,189.57678734816128,6.303953590660427,15.320409866470891,32.81227923436063,26.54045770792985,4.085032437293011,1.1635740972434316,334.27912248774874
3,2,may,sat,96.50368987595907,215.88047908490896,788.9242905120733,1.2359641886011208,22.909612534522207,37.31656604346775,5.69462160242775,6.554793100083508,187.6996679363684
3,2,oct,fri,89.00907065401414,272.3306928585095,610.96639281542,24.390771564407395,13.368222415011436,39.22605137485091,15.533828528385632,0.6457213413829821,853.7329892912982
1,1,jun,wed,80.6796157294505,117.65334216697065,411.67947972181435,20.12884805808122,11.045033813508653,72.63629984343538,13.931554689191643,3.194562976288604,611.7556863445488
6,1,oct,tue,90.04182432502996,139.37094524636413,143.9668738442654,6.607087284972555,29.983712104913423,44.769782434606675,5.869113233035255,2.472973709991868,899.549749811901
2,9,mar,sun,93.73873018705889,141.6700976565426,783.4946258346796,8.72098711715737,35.500756508638645,86.52409255244801,0.19314698875727787,3.5447884059563184,919.1656060291632
1,6,apr,tue,93.08509103406328,205.85443844133135,71.95854248122214,26.804735786386328,39.835513888151844,82.33523912955354,12.979513256939086,1.5567733107462267,526.813505292027
8,2,nov,wed,81.97183527590248,44.17652548477656,531.5408837786905,12.063233769819472,32.62617578777091,29.135610807117533,5.679569503682131,2.0648937921880064,254.30014581246974
6,5,apr,tue,91.74762695487082,28.208596824003294,579.3186924511978,7.991755934866313,21.163327699197357,22.410833893864805,7.77668364555943,7.3044525260804205,648.1487064932109
6,6,jul,thu,83.93706004685322,273.11686330741674,342.48116965272243,9.251492595867028,28.961881391297116,96.20453452436152,19.68480167984024,9.471069192833179,982.3496065521956
8,4,nov,tue,90.98388251779548,90.44013679780491,790.0589987116238,6.191655381333627,25.292810730087922,48.36981527939476,17.010776983964732,8.757875424520973,750.5921020270333
6,7,mar,sat,88.64395093415838,159.4990527902525,26.838329087422075,3.2340204222112687,17.700697228014352,14.44097134009004,9.8655269882556,4.296077569059673,938.083913568036
1,3,nov,thu,83.78833000027677,210.44922647581492,16.03730791492186,9.477792034168136,10.973602491534852,75.6051707207198,7.542546092602853,0.3980252817618868,119.13497909799176
7,4,mar,sun,91.22922240065655,114.70485085658567,734.3935593880212,6.439666513473693,16.921094285888366,43.93795344928403,6.642460951297342,7.244361671636734,530.9357906461906
8,5,mar,mon,83.87227569897155,213.36713570398936,339.0468396854552,13.700090930675174,22.95551380679924,36.84231826750985,11.562043100273854,4.6060586869669065,854.9049361545518
1,8,mar,fri,86.98983591073079,198.24520060965907,153.16497115178623,3.2941111451401186,35.50231227977205,21.81686465683542,18.291085402550816,8.07321286642572,44.021492843218994
5,2,nov,fri,89.37511106683614,147.27261001388393,603.5852949666084,28.53475777903682,34.17412288909355,87.18043140019869,7.349816745011348,9.082397389839164,467.5791125912842
4,4,feb,mon,88.45391481393854,110.76857053405578,500.6477789837182,29.87276427976933,30.09543675029727,12.841223223268477,7.0232422919218855,4.240762770830041,665.4909327265875
6,3,feb,fri,88.02119705399188,287.5881592561905,689.1053492275349,16.841368997463803,28.006701610571163,45.87067795666603,1.8934246890804385,8.393280259728497,84.3634095743292
2,6,jan,tue,99.17367912078838,2.884857662464524,345.20518454848286,9.264696370823813,35.298340967750704,43.94684056669276,15.459784264191345,0.23895770088119384,111.1163332875349
9,8,jan,wed,92.37689850789641,165.47681658734837,41.36869063719413,19.575257664574746,30.82869123335879,37.10900773573915,7.6003620681493285,2.901497468112948,559.1481555644951
4,7,mar,sun,86.38406992118732,144.44160106864393,388.1389957107417,25.733900811259442,35.45393732638948,41.99532037209096,18.16255153911837,6.220501559074968,395.69840088814055
5,1,apr,mon,90.39428572632514,286.775508942436,719.1150718705244,27.270328948637005,22.96539191738663,98.56296241669448,16.13173943071789,1.3001511780456676,950.1568910730667
3,4,mar,sun,91.76961736245607,100.96210505670456,612.1835005187874,5.6295113325317825,25.94481838638199,41.487099205585366,0.48847181669532835,2.9704717426827165,668.417293838064
3,6,jan,thu,91.09245497610236,98.52040868897916,161.68289895505464,26.13353533205982,37.150595286243245,27.60773689828673,0.10021058972312646,6.358211185339856,926.7703023729246
1,3,oct,mon,98.78435917325308,103.67964767227878,704.2398981800391,6.951688307836132,23.466417582437188,67.0228973672322,7.472539877551478,5.035592153448846,764.8069389247665
8,1,feb,tue,85.94686713544927,90.43605826626455,367.0432287349641,13.906732690188164,8.245778041683362,63.61033379301654,18.700668426281776,9.304989499445316,549.3966710113947
6,4,aug,fri,99.80501826449034,104.78377498774701,379.2896143567851,26.466941728726894,33.53017933137065,25.693752654934976,9.408805379451328,6.871170743521762,232.7679073721942
9,5,aug,sat,85.09009047285886,195.57232495331328,350.22847358354727,20.111500999940844,8.414382732986493,14.556472447999244,15.116983239419374,5.134757973463238,960.8982179901648
3,5,nov,thu,91.42830977255467,149.7994157072392,100.80664884757749,11.397882897477619,33.09064421420503,28.418478029740328,6.091613676162417,8.567380045475502,866.328530929631
3,5,jul,thu,95.2246931732155,91.54627715673041,536.941325735353,7.719130927585695,37.31765061841822,86.39095979600597,10.94700008398169,8.928584064211776,392.7883400150101
4,4,apr,wed,83.57035643991465,262.2038717473319,428.10906024141104,26.990214734603576,21.590997359885673,57.00162791788121,5.216735846615355,3.385975173569875,748.4535778116796
3,7,jan,sat,97.03333937564767,199.43553537781213,747.0293597919258,29.51869839255491,7.1478343668433375,93.72647997266147,7.44288101113,6.4543866682291124,550.0087714757532
2,7,aug,fri,95.39772115868573,130.8924279560298,535.4767634119412,28.81722602584383,11.86510487191908,54.49328122707,14.265664150760987,2.4877218969628445,210.31460334469364
3,5,aug,fri,88.1924692847949,25.733010524730403,423.8678840697103,3.5401416590859314,11.921896733537043,79.34799740051432,5.0887588391245675,4.19261191419676,928.4984671839193
4,9,sep,sun,84.5492221387404,134.1507131734051,97.46957563341168,16.182059021082907,22.430980468582526,25.671267396867243,14.133601036452069,6.135536710465953,275.2113410667971
9,9,jan,fri,82.9869434415565,22.371544500006724,397.32906171176205,17.386813700199784,8.69504502950841,89.3824572267077,0.0023115436869414197,7.812592362735467,93.68883987039666
3,8,aug,wed,95.48793244048034,293.8300478462267,69.25212125950387,16.509064009216583,26.211124646016835,53.64246300615289,2.5257056702641023,3.0305401732777493,473.3134845437816
1,2,jun,mon,90.80140397895589,66.30417786780298,315.6516425127955,14.231702921848333,12.047627064953069,20.79974370314853,16.457366706100174,1.5211158529435753,286.3288724197314
1,3,mar,mon,86.81010799468078,216.04168062742616,367.048313091564,11.050371626820475,21.341493274389535,24.351225634153042,3.927781453626187,4.2672027371978105,243.26805314375977
4,8,sep,sun,98.90646026610402,144.25364114319092,429.5042056783272,23.44202381739415,6.9351074344052694,27.23759541174809,0.36060025962356024,2.032914691010912,951.9999733368296
6,9,aug,fri,91.05564305914436,287.47993611114794,552.7174813382968,19.561091393399973,24.104180277923668,31.901635935346157,6.209575930033342,5.798190440477105,221.85879665574305
9,2,jan,wed,84.15021501569205,256.89859741839217,582.3805175594465,14.49093304907453,39.37926216758436,67.58129004237063,15.938654703300106,2.250369499248732,445.81638570739324
5,3,mar,sun,82.06425704199815,187.8717631599006,110.94706556355547,26.011177299650345,7.518104479695985,83.61327132196257,11.440428218425708,2.2080521178613566,770.8921162746025
8,5,nov,mon,89.33905022210487,62.04301322446631,198.515527457167,25.874289064113555,24.379657767091363,27.376494956783855,3.6346478736095755,2.8904506193224275,581.9731514436374
7,1,sep,wed,97.78647127414868,217.28913046196917,140.0320341627757,5.348126726361455,14.056742358990132,31.207411027176786,11.630714763447351,6.432578900027323,455.43861512552155
1,5,jun,sun,96.67480907709367,67.46286943914366,363.27336423461765,14.656923950373814,31.104553495609533,25.472705527261155,0.3594756455871351,7.814673817084707,373.28627125782157
5,6,apr,mon,84.68989253838652,108.78348238024951,778.0185482491754,28.66186562837184,10.742748066730398,74.12046203623565,1.2300453397305144,5.202491804085527,506.0058874916871
2,9,jul,thu,81.48473186946546,84.12691717060676,338.1212985398993,18.590539342357435,33.995230133225306,57.362315235371355,3.6733203506108802,0.5771197148716789,944.2343971765413
9,3,nov,fri,95.66730736553608,75.3005740056209,187.78385936503756,29.631681010976518,8.799201773500034,76.46969887743192,7.2360978773597555,2.5079404436074015,891.1074131399822
9,8,mar,fri,89.31331753797352,159.51477665821986,293.03112963026604,10.636637619438945,33.45843598832978,28.710715392274242,17.033675648305152,9.589336821451486,244.71067658011393
7,3,jun,wed,93.2817621567369,168.10690523789162,137.50684623283345,16.741074922131016,22.233634256562436,10.51176903502489,6.911562410409051,4.220530160884216,272.04959007199113
2,6,apr,wed,99.00750636638774,218.50419972209923,104.5636673240078,10.071431399202908,39.524143188190024,98.17848403703078,7.365295305191828,6.120452741990862,205.71681360053506
2,3,mar,tue,97.23614864716654,284.25636187551237,496.1389101010343,9.158960393988004,9.282948606537289,72.5066012669828,7.983544667082764,4.5129494343611665,389.87649885777245
4,3,dec,sun,82.62110210021012,124.98525685848061,474.677050661418,0.9209618409982134,8.798654585195047,80.84946746109364,3.176194337000877,5.659628788735695,533.3709093139988
9,4,sep,thu,97.38567649915085,244.5418057690734,470.1478847433773,6.222195330426022,6.450502613522996,15.181806987774474,16.96147717371984,5.063931637972715,471.5908935595758
6,2,sep,sat,89.56790348778921,132.88278038449744,62.30011211455056,18.98317643278768,38.348308457081096,66.78218051419265,2.06373912179584,9.171553324690295,707.0078790651658
7,6,jun,sat,91.03470580746576,259.4585566690506,558.2698641037706,2.85730851406964,27.36837734320793,47.95010649629099,14.139916799917957,1.14132493784592,61.11047502976952
2,2,apr,fri,87.81480916744785,273.9995601511833,227.61556146235654,15.159461326519015,31.91923610962939,41.327743187212725,10.970917395919798,8.579676144067555,904.521383302117
2,6,jun,sat,99.52599321537183,239.5789791289864,447.7617634301743,16.070907546066014,29.75616438812636,98.06745886372568,8.604541755181314,7.323173225702551,776.8357132864596
4,5,oct,thu,80.09247620282439,195.45136757010062,422.91071874749184,6.7946260126531035,33.514436198714876,94.9292150271476,3.315622634815516,3.705691347558875,896.7959198849916
8,5,aug,mon,96.20850653449997,100.50354960541303,302.51019952225846,23.642631697618093,34.461034923815596,58.263420303724416,13.556504130094233,8.477262563585006,159.9209157407031
9,6,jul,sat,89.52213730527858,201.6651291661614,767.0499333392038,22.060062602656874,8.42391474272647,14.62881967968443,3.994356134714958,9.570852200083358,736.1303351358263
6,9,jan,sat,93.55736714266008,121.96856950930842,91.10553641918742,4.027088489273129,37.54821681641964,75.5320504174935,9.818072119189612,1.6785224229110352,327.98854024753933
5,1,mar,sun,92.44639267107273,230.14426572347668,672.0638221400063,21.868759523545926,29.978451036042244,53.63722497285155,7.593122348240633,7.002009285039199,369.95676858295377
7,4,nov,fri,85.06367055701256,86.94077583736983,458.76134855615487,29.892290413571878,10.61567929880381,51.085499146883215,9.159090271674561,2.197698615941641,456.91973396720107
5,9,dec,thu,86.4188295789628,33.03423652115235,711.5378414255346,25.339495847333414,39.26180731194562,93.20860783272002,6.154823386578641,0.7941807345262364,877.3638375524251
7,4,feb,fri,87.70650909256997,146.8817508956874,664.2535272826116,2.8778585853507357,11.223012800630265,78.83267908340436,15.248695284056772,9.497216244907237,160.05415290022705
7,5,nov,sun,92.53983655177436,255.90747969208746,220.9931101947043,24.005067009943094,38.882429252085,71.20246875028683,12.263421998840219,8.218956777377233,829.4254571543144
7,4,may,tue,98.55569830808534,191.70718929869133,89.74107312598134,27.26387085594923,6.771689868039324,47.48801606293139,7.591048911687077,6.2010856139101715,719.1205974367897
9,5,jul,wed,93.63680778977962,145.90783379090053,620.8262370737012,11.176715403363367,9.82789058569451,12.808157224270204,3.5699456011686115,1.0727970762930983,71.85305953435561
3,5,may,sat,93.65243094505303,81.14201343172677,470.2893924073712,17.643200357996488,8.9848041292923,89.62092824245778,16.63432390887283,5.696787824225678,339.59855623984026
5,1,sep,tue,88.59696840131005,80.19883141707086,83.13797347757755,17.281988347112588,27.185840566321815,92.44355486606236,3.7882009066754407,7.005194302162142,276.40331162123033
5,6,jan,fri,83.17183150218277,84.37774425662265,178.89233474196652,25.567969049562,13.991668816516142,29.799116500206694,17.29906028565901,9.760406171350061,999.5905830576783
9,8,may,wed,81.2040383093515,270.44362839326334,91.04087858119314,5.408619155262098,21.301243929523512,85.81253879454597,17.245770357925565,1.8486522022331497,517.8590805720137
5,6,jan,tue,94.51226604227355,51.26038910224761,654.616623650688,22.926877524380604,26.119243124255366,52.06352085226434,16.35442715648676,0.11011270405487772,200.13332926813487
5,6,jul,wed,96.0968919087793,107.59944422975072,635.7322365668585,21.42028915633312,34.28453326026171,71.86416011965673,13.818878663159719,6.270798388241554,919.4953403416308
1,3,nov,fri,92.73814661183084,245.73316544590065,222.83007710059755,14.337836437601524,32.04041524434123,23.076226954603484,1.8395846606893262,5.0742795817533,140.46540695518928
5,2,aug,sat,80.92240256831668,20.82542855835484,741.9603528110164,9.0705558482027,10.596241449169224,69.77595097435405,10.490063453783463,2.5727741639146418,517.9740740148283
9,5,may,mon,89.0835270508956,167.3699467046125,30.153570053044287,22.76972837906599,11.361492386362467,61.51842770681638,6.299893460999167,5.3109439995205365,366.7374527689612
4,9,jun,wed,92.94289549500952,105.95493502755316,695.3992381770903,17.386257404391376,31.398071198232447,13.065360454320448,7.946691547798181,8.61916332501356,835.7102599304203
3,5,feb,sat,85.91515656543892,55.912491206573236,401.1345007396101,19.791356376709352,10.78162871921909,13.815524920748251,8.422529695669208,9.645350595879,950.7738811901671
8,6,dec,tue,90.89885256037373,205.8596225155941,452.0281116762252,4.818524829196051,30.685849306340113,62.572955964888145,1.7530102819699778,4.318268512417612,308.1372215496261
2,9,oct,sun,96.42336723697245,96.91307546968677,145.43412664304168,7.754836434075284,9.39477070199192,44.32489917291686,3.5100944731919093,2.103732746757659,574.8441445636352
1,9,jul,fri,96.90199578711606,24.429209026547703,347.3840253013103,6.941688999164181,18.223534342294208,67.36728424210703,9.748704228042238,9.226068569870144,344.96345462858545
8,1,mar,wed,89.5579935290705,60.338121431583694,134.49143967019506,4.28202991322712,7.6651551140067475,99.43605161824766,6.8191995251497595,0.7529019323222819,804.3478339319101
2,1,oct,sun,84.21126500320781,66.03295340496118,603.5350507708523,1.6763275350273754,5.647622662673744,36.774693967490535,7.649891387122287,2.622309506592414,392.2927400440478
6,6,jun,thu,80.29968084792657,198.50927309456137,232.42720147476348,4.876797121245416,15.838644680919293,75.48201316888118,14.54375483038275,5.215739420473331,832.2664734243559
1,9,nov,sat,87.56508681699236,46.329549780935864,36.18891552808918,28.735979567832267,25.540606065072595,17.258382835076976,17.3699185058751,9.905469038537548,851.3370441367825
4,2,jan,tue,94.78854317407112,216.09088774110288,78.52263771875458,7.487257232590969,24.196164803484145,47.23523977849199,17.48392587277643,1.956932603149829,298.4993751153209
5,6,aug,thu,98.13490750521893,293.21530051101377,753.766142856795,0.44519886814876286,29.09102979148829,30.12954195401641,8.757246076686895,3.278442922992281,714.9161330326582
8,3,oct,fri,96.06443465715309,148.19787901888608,439.70338838040544,6.274525809794927,28.69677925540442,44.15581202569987,4.020880803025899,9.241969047558761,464.67698368086883
8,9,feb,thu,92.07722227871706,197.28553087604217,183.4390393605693,21.29489613552607,17.210036481874596,31.580191303315406,15.383048350309927,6.732865552541169,851.8530294017573
6,1,mar,wed,98.8668020438608,109.33887121266898,106.00658065567679,16.328644214485088,21.690496509730313,64.1235440788483,17.344019758360986,2.316367832801385,593.6177331870011
3,4,feb,tue,89.5606805389915,286.36671238903637,327.8505880039764,26.44464295148519,30.917287586545413,64.39298332211206,16.258506833348118,4.353548532048578,449.5940393836646
3,9,may,wed,94.35566538774401,245.5994230237724,251.93823082371702,19.255567553613087,17.282104566039756,78.75307641981617,16.504594398195238,8.61016157410052,289.1970974985264
5,1,dec,wed,89.7242453569992,79.5877012401293,776.3355753874055,14.364724128822761,18.745622233699237,50.42585168742406,2.8324934381480227,6.213952552772344,466.5957543458873
9,7,apr,mon,96.63345200995258,177.52341998927434,440.35641854027904,0.5628026839761779,7.106468870877,59.914853125687415,15.925502676734506,8.670909235420918,841.4242173833882
9,9,mar,tue,87.74850021879615,287.6996682006952,623.443654414904,8.794812809044418,27.80949375831199,96.88075184728972,13.569774092412239,3.933338842539854,428.4810502351829
9,8,jan,sat,88.98120294468319,193.33194639562586,53.74992387421295,21.917114503623697,23.27537967658174,26.586096195955417,14.295340906354731,5.411797738731494,25.874583536858786
2,1,jan,sun,82.64578087177617,106.05050756785516,294.17932530324987,13.38499507995844,17.199835545030325,55.133157614726905,3.8739154473454684,1.0197690831288142,464.3799411740172
9,1,jul,tue,97.18113109688531,128.39090494965527,700.3807784551816,6.455263754904862,13.571701010244215,86.96957904640298,1.668278446118896,3.822122902384967,446.97165751117063
3,8,may,tue,93.166758949042,76.27687857197533,140.13410441538872,18.33178660786237,23.157431260439203,48.03156525870969,7.868566842921529,9.918660204061247,185.54409873074894
2,1,dec,fri,97.37634357851141,53.68144811313642,302.80990682857055,16.103974015005157,27.332690235658987,92.88854896450245,7.645347649411873,6.008478998885574,368.9168072174399
5,4,jun,wed,93.11869682290208,264.23796847807967,625.0102078568455,26.75672474130043,7.21231340325382,11.928226885396482,19.657040385283345,1.134926227433305,54.98089372646731
9,7,mar,sat,99.50321342661023,94.72771243023774,441.5554532452068,23.517261310358634,25.323760947866482,36.405736518107034,5.9668060140889505,4.833396454677682,583.9311124435084
9,2,jul,thu,96.80002295429242,126.54171965076391,177.80020348309904,12.82027574200162,23.836536659696367,55.534300162455914,18.12825815932878,4.357803356783131,885.1456300720627
6,8,may,tue,88.58213532411747,181.53784237252603,738.594814552886,20.450082674591478,25.744039482246798,39.93456393053489,4.066834457358707,1.145031374344223,571.7545105266212
1,6,jan,wed,83.16506926961505,134.0284126515911,476.1701217154519,9.977007167823523,16.038432396683675,23.49338564631642,5.407589111542508,0.04305242107163321,163.41445115945342
7,8,jan,mon,93.85743514815401,4.549511565085518,585.1357808813932,24.178188677620327,11.736585769968926,40.10009752795811,17.759252040100527,0.16656582383214769,670.2805245650893
2,3,may,wed,94.82897929094534,134.97742721466292,30.650898054008202,19.978240508577656,9.589281543379572,89.62189320366726,8.815419774216577,4.02912083117728,2.870613266458766
1,7,sep,sat,84.48901304615454,191.68177001256402,291.2315848439386,24.20258405552901,23.599421479782087,88.23443309875377,9.369101533431735,6.4832970053374,311.33833003248776
8,1,mar,mon,96.89003335934655,15.227461289339129,595.9966008605735,2.8009241191840175,32.52206702346935,89.02183690834545,9.038856419322405,5.7894874237138,432.7868115029927
5,6,sep,mon,92.51609072005286,129.73903455828292,190.4223084940716,9.68247247195037,36.13296234485492,69.73561932664299,5.470184348548289,1.436294281037076,582.5700614226921
9,5,jan,sun,81.8630351536111,297.5675084402605,155.65246020133668,9.201426854354333,18.299001042956952,14.307431851766676,10.72834680647037,5.07064114855859,274.09494316869973
3,6,jul,fri,89.10838618181648,168.2793246976908,16.905143483541174,0.6178939456407639,15.256174027967079,59.11188549087273,12.839216333036402,5.726620433500159,975.7931948325462
6,5,oct,fri,83.77483010362168,291.2393091085151,84.67707426903716,0.966764969663001,25.591392057394096,26.421652094818416,17.824441021218323,7.542455712555364,458.43065620143864
1,9,feb,wed,94.27009502027904,289.19227153574565,568.5771783194198,2.827352913258169,6.4918216390418575,95.17339110451194,2.9622400811214056,0.6894499054157921,855.5881289222273
2,5,jan,tue,84.57385327430688,26.310860075903232,742.7410110263213,2.5015223294461264,37.54976734900658,99.76613541560802,0.6982950848433034,0.15502372721035163,147.19003350560013
9,6,jan,fri,99.02555062798288,13.523324164159877,100.5127680242559,17.150245813645764,10.206632117792584,65.55869388445154,2.802670336428932,4.865048908635195,759.9698763800064
7,1,nov,fri,84.3595524955733,156.2224167402564,324.6654102153435,27.44183922879677,39.456959184076226,32.19360413364056,7.865544630168504,4.763410370305181,932.2065337584268
9,9,aug,sat,93.80113065835468,194.82539245963986,591.59152178555,1.9169094871131664,13.020295063666621,99.13341649826648,11.680982594070228,1.886816177480034,968.2792695471001
3,5,jan,thu,98.70996719007823,226.64219863130896,727.7269434924075,22.160723131158516,26.515952797665992,11.904719326054355,2.0808927333231364,7.461133105051903,730.5628790791496
7,3,may,thu,93.94985535173902,235.38761755526068,508.2083576742358,7.852377032419117,21.20489938752037,38.908680848258356,5.7408080650107,6.448959206633694,937.4498112758764
6,4,jun,fri,84.99513967581187,191.45915065908505,539.5065817233682,28.534558120551864,30.35182062878056,78.14011440903478,7.36875617233677,0.8157402413415882,569.7739392056053
4,6,apr,fri,90.8033391935686,132.9152285621555,613.9996378068711,11.239120341184396,11.10768571894625,39.43786993508546,5.739556431265389,7.517283368178392,658.1946302348589
9,5,jan,fri,87.93423996369329,46.34336030571821,577.8887406293894,1.677723530250368,18.14206580708324,41.37182985442173,0.10841329514371667,2.0198766310026803,116.93696514625395
9,1,sep,wed,83.66727891989099,151.97103200809104,265.7451685037914,2.9724638984515317,25.791766575493092,42.87436685408746,5.095584747618782,2.0001111745974076,686.6362849132869
3,7,apr,mon,81.07873635647103,20.540174302035975,765.2053729379458,23.02510090205828,7.2077686912121885,19.902996036924563,16.635042781330057,0.7947420546611594,450.1437954719385
8,9,may,thu,89.24236027962166,163.92234999188722,507.4608940098885,13.014421243118269,14.014720044081978,40.465631881370726,14.647342220350414,3.465742578939508,56.47002747830976
5,9,apr,sun,91.26470056014203,117.62239379851691,476.9323544411085,5.743683794588096,5.744354232944371,77.59958535260184,4.181271418079227,8.449164380183763,308.6568198296127
8,3,nov,sat,90.83040328495642,210.31027426338866,498.4300999015913,12.72125867593144,23.06776277078532,36.853575975300146,10.13181625923883,3.6601361924076725,173.78644620290362
5,1,oct,fri,83.87746573264474,136.0787759095743,538.9140631060909,13.954744531940648,6.383012486379684,99.01990541517227,14.032281928769718,1.1261285522183118,681.3764334897613
3,4,oct,thu,89.76497543455793,76.27231207084454,82.86568238172558,26.195312777389706,39.780299860275946,67.48061364468319,6.268365190540319,4.895023364420149,54.779146403626136
5,5,apr,sat,81.53699425336117,216.19672387010556,529.4848047794246,1.4370387868778978,25.26688758395227,93.10092969832768,1.2567142516880714,1.6516442893625283,36.86377826528287
7,9,jul,wed,84.10732774115137,42.05497842419712,9.716682002635313,6.566203051589862,30.022779047409912,67.79920346788747,12.777570848264242,0.3054730685997742,143.4448516722232
8,7,jan,thu,94.33816444068086,174.90262737411567,19.00642405231583,16.637018591050957,28.367037871965284,29.177785023570372,19.5314463953564,0.039540682246350656,373.25452185253573
5,2,apr,fri,80.70610902283674,282.68996511802817,427.38165115589874,15.970897957272296,39.501236063027164,94.98582896928625,13.008410949250681,6.687801711756362,695.5024953881167
6,6,jan,sun,89.3981217366023,290.46280894309257,646.877527239506,17.133178833058707,34.915265599781705,64.42871674658565,15.086717471297241,0.7540132539261879,784.8047344522655
5,9,apr,sun,94.38623699129273,299.91925727773037,357.63718190014623,2.0386602387686823,15.286326573399057,15.263037300621708,2.084806949200657,2.3566953979505967,834.938316984776
6,1,jan,thu,91.31352986328773,198.40064029607112,762.7009692845687,16.45905590919581,19.001173320549363,24.830116100037188,14.789813890485881,3.437340421334464,922.3719041221185
3,7,jul,thu,81.67110166299626,137.42616015965734,309.3949753380798,2.638573145380355,36.411924922850666,30.194761694210655,5.568801061253703,1.8117891814601839,114.99737889244588
5,7,jun,mon,84.88320331719433,103.40013235383003,596.3436888030677,25.32795505333067,18.93552660587053,50.366902288922844,16.693827606432986,7.162879335935154,253.23202075327023
6,9,jul,tue,82.96135325331399,46.82083996780615,606.1626495101615,28.822533360203995,36.926436384143805,64.72469228357707,11.29189814803543,0.8056670609593197,267.8847993587038
8,6,feb,wed,99.49622765888509,245.09923349595337,642.4167230976038,16.26975115924775,38.05681712321103,39.77995067263748,14.080158412246009,3.6794998337977214,760.2852571477503
7,1,jan,thu,85.91600956298662,36.54487102676245,163.0836953305514,14.324538493691785,30.782594568195158,35.279593474835984,10.098553677521485,1.2344773182710633,100.0689328302623
1,1,nov,tue,88.97518273674024,43.31008529828313,340.82157438338197,21.55398723409886,12.721116355027629,17.134765433443043,5.308929530414746,5.474869373577529,270.4845487010604
4,6,jan,tue,87.09590777492576,190.3782739159759,527.5987586778472,25.752103730655023,14.796962732731638,50.61667769292994,0.7267314313599882,6.485303997342603,487.084368688135
4,6,jul,sat,92.14001585442932,183.67466272442624,483.88056440243884,19.476289025641236,22.250723756790894,75.94589985034338,11.255724335780783,3.711682452497226,870.0690728356999
7,8,may,sun,85.35579462724195,137.98741371754772,654.81449661045,29.79050482797558,15.516433536227309,94.56459871771705,0.5000605263469682,0.6778953077126915,992.273891790745
2,6,jul,thu,96.08070255792936,296.8695842385257,255.40763098145572,26.629980265327905,29.056136538807305,64.79965113509925,18.205513240746782,6.651501904366127,989.1731451786782
6,3,apr,sat,99.79393515869005,279.2061933388929,450.3658778087787,3.9762878814367375,16.053646513923887,62.81682840468707,6.379533461893907,2.087552463985234,724.8870927792245
4,2,apr,mon,97.08331725149381,5.0506419220555205,418.59213784277296,8.928787167585524,26.45116840248034,17.323281874536654,8.489780696061313,0.41484914798294525,191.31170572695177
1,5,apr,mon,81.33366565814107,127.62938435146272,166.2242344386671,17.06738572998697,17.46294049084021,52.28479801407748,7.789493258523055,0.9955950627627441,842.8295005500623
6,3,feb,sat,95.16176252955552,0.40086975077772147,756.1881996333951,12.555359951741249,31.31662175546445,53.14139056907669,2.0404718219534246,4.526994033979863,716.1200712578573
3,2,may,mon,80.48944744188691,152.69458762729832,555.8750867449431,21.714261149845594,30.38863360246158,82.68432451447354,10.697310012857105,1.4644524136927117,683.0673413895604
1,9,mar,sun,92.48652713443462,84.37231091643761,218.72790302271179,8.04667695722739,23.867047222637897,30.38192094738197,10.529697693826991,6.337987106509785,15.534134359891038
9,3,dec,sun,81.73000993921453,11.378326035309517,324.88502915140407,28.21624907728758,22.615963934900265,79.93443380396369,15.781702635747994,9.55630073538182,172.94262362265377
8,4,may,sun,80.6006554974654,220.22145734817937,434.9920975226783,29.461180587640587,29.019494588517478,67.09732283307346,12.661214484844013,1.8961931645707097,690.0367674590296
8,1,jul,sun,95.57599481698703,170.99359438600655,91.13205354628366,12.749466384510606,11.11704815953768,16.96068605072916,6.234102248697734,3.4533457932843103,200.19645459277447
